doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,adj_lemma,noun_lemma,prenominal
17271,2,3,i sorry mom,sorry,mom,sorry,mom,TRUE
17308,2,3,i sorry mom,sorry,mom,sorry,mom,TRUE
17309,2,3,i sorry mom,sorry,mom,sorry,mom,TRUE
17365,1,2,uhoh byebye,uhoh,byebye,uhoh,byebye,TRUE
17521,2,3,no clean up,clean,up,clean,up,TRUE
17567,1,2,new game,new,game,new,game,TRUE
17598,1,2,set go,set,go,set,go,TRUE
17599,1,2,set go,set,go,set,go,TRUE
17600,1,2,set go,set,go,set,go,TRUE
17601,1,2,set go,set,go,set,go,TRUE
17602,1,2,set go,set,go,set,go,TRUE
17603,1,2,set go,set,go,set,go,TRUE
17605,1,2,set go,set,go,set,go,TRUE
17606,1,2,set go,set,go,set,go,TRUE
17608,1,2,set go,set,go,set,go,TRUE
17610,1,2,set go,set,go,set,go,TRUE
17611,1,2,set go,set,go,set,go,TRUE
17620,1,2,set go,set,go,set,go,TRUE
17621,1,2,set go,set,go,set,go,TRUE
17624,1,2,set go,set,go,set,go,TRUE
17626,1,2,set go,set,go,set,go,TRUE
17633,1,2,set go,set,go,set,go,TRUE
17637,1,2,set go,set,go,set,go,TRUE
17638,1,2,set go,set,go,set,go,TRUE
17639,1,2,set go,set,go,set,go,TRUE
17640,2,3,set set go,set,go,set,go,TRUE
17641,1,2,set go,set,go,set,go,TRUE
17643,1,2,set go,set,go,set,go,TRUE
17646,1,2,set go,set,go,set,go,TRUE
17649,1,2,set go,set,go,set,go,TRUE
17650,1,2,set go,set,go,set,go,TRUE
17652,1,2,set go,set,go,set,go,TRUE
17653,1,2,set go,set,go,set,go,TRUE
17730,2,3,a new one,new,one,new,one,TRUE
17765,2,3,that jacob monster,jacob,monster,jacob,monster,TRUE
17783,2,3,a other one,other,one,other,one,TRUE
17784,2,3,a other one,other,one,other,one,TRUE
17785,2,3,a other one,other,one,other,one,TRUE
17795,2,3,the other one,other,one,other,one,TRUE
17799,1,2,red hair,red,hair,re,hair,TRUE
17812,2,3,the other one,other,one,other,one,TRUE
17820,3,4,oh the other one,other,one,other,one,TRUE
17922,2,3,a red car,red,car,red,car,TRUE
17956,1,2,sorry daddy,sorry,daddy,sorry,daddy,TRUE
17957,1,2,sorry daddy,sorry,daddy,sorry,daddy,TRUE
17958,1,2,sorry daddy,sorry,daddy,sorry,daddy,TRUE
17959,1,2,sorry daddy,sorry,daddy,sorry,daddy,TRUE
17961,2,3,the other one,other,one,other,one,TRUE
17962,2,3,oh sorry daddy,sorry,daddy,sorry,daddy,TRUE
18022,4,5,oh no where other pieces,other,pieces,other,piece,TRUE
18091,1,2,sorry mommy,sorry,mommy,sorry,mommy,TRUE
18306,3,4,tickle say knock knock,knock,knock,knock,knock,TRUE
18465,1,2,ready go,ready,go,ready,go,TRUE
18469,1,2,d l,d,l,would,l,TRUE
18471,1,2,ready go,ready,go,ready,go,TRUE
18521,2,3,that l l,l,l,l,l,TRUE
18522,3,4,yes that l l,l,l,l,l,TRUE
18653,2,3,a green one,green,one,green,one,TRUE
18665,1,2,more batteries,more,batteries,more,battery,TRUE
18666,1,2,more batteries,more,batteries,more,battery,TRUE
18670,1,2,good cars,good,cars,good,cars,TRUE
18679,1,2,more track,more,track,more,track,TRUE
18716,2,3,and next piece,next,piece,next,piece,TRUE
18717,3,4,yeah a new piece,new,piece,new,piece,TRUE
18747,1,2,more piece,more,piece,more,piece,TRUE
18757,2,3,a more piece,more,piece,more,piece,TRUE
18758,2,3,need more piece,more,piece,more,piece,TRUE
18765,2,3,need more piece,more,piece,more,piece,TRUE
18766,2,3,need more piece,more,piece,more,piece,TRUE
18783,1,2,yucky batteries,yucky,batteries,yucky,battery,TRUE
18823,2,3,the purple batteries,purple,batteries,purple,battery,TRUE
18824,2,3,the purple batteries,purple,batteries,purple,battery,TRUE
18904,2,3,no yucky batteries,yucky,batteries,yucky,battery,TRUE
18905,1,2,yucky batteries put away,yucky,batteries,yucky,battery,TRUE
18906,2,3,a yucky batteries,yucky,batteries,yucky,battery,TRUE
18946,1,2,um mommy,um,mommy,um,mommy,TRUE
18954,2,3,no big loop,big,loop,big,loop,TRUE
18955,2,3,no big loop,big,loop,big,loop,TRUE
18956,2,3,no big loop,big,loop,big,loop,TRUE
18957,2,3,no big loop,big,loop,big,loop,TRUE
18959,2,3,the yucky batteries,yucky,batteries,yucky,battery,TRUE
18960,1,2,yucky batteries,yucky,batteries,yucky,battery,TRUE
18962,1,2,yucky batteries,yucky,batteries,yucky,battery,TRUE
18990,2,3,a curve one,curve,one,curve,one,TRUE
18998,4,5,i want the other one,other,one,other,one,TRUE
19026,1,2,okay mommy,okay,mommy,okay,mommy,TRUE
19027,1,2,okay mommy,okay,mommy,okay,mommy,TRUE
19060,3,4,going the wrong way,wrong,way,wrong,way,TRUE
19061,3,4,going the wrong way,wrong,way,wrong,way,TRUE
19062,2,3,need more piece,more,piece,more,piece,TRUE
19078,1,2,um airplane,um,airplane,um,airplane,TRUE
19081,1,2,um helicopter,um,helicopter,um,helicopter,TRUE
19097,4,3,no xxx fast,fast,xx,fast,xx,FALSE
19205,6,7,i want to make some more tunnel,more,tunnel,more,tunnel,TRUE
19281,1,3,um xxx down,um,xx,um,xx,FALSE
19308,1,2,nani spitting,nani,spitting,nani,spitting,TRUE
19347,2,3,a more snack,more,snack,more,snack,TRUE
19348,2,3,no more snack,more,snack,more,snack,TRUE
19349,6,7,um that that no no red milk,red,milk,red,milk,TRUE
19350,2,3,that yellow milk,yellow,milk,yellow,milk,TRUE
19433,3,2,no give yellow,yellow,give,yellow,give,FALSE
19434,4,3,no xxx yellow,yellow,xx,yellow,xx,FALSE
19436,3,2,a give yellow,yellow,give,yellow,give,FALSE
19451,1,2,other side,other,side,other,side,TRUE
19520,3,4,where is nani nose,nani,nose,nani,nose,TRUE
19570,1,2,first xxx a car,first,x,first,x,TRUE
19571,1,2,um nathan,um,nathan,um,nathan,TRUE
19624,2,3,that xxx for you,x,xx,x,xx,TRUE
19674,1,2,um captain_america,um,captain_america,um,captain_america,TRUE
19701,8,9,i i want to see the michael new roof,new,roof,new,roof,TRUE
19739,1,2,um slade,um,slade,um,slade,TRUE
19768,2,3,those teddy bear,teddy,bear,teddy,bear,TRUE
19789,1,2,sorry peef,sorry,peef,sorry,peef,TRUE
19790,1,2,sorry peef,sorry,peef,sorry,peef,TRUE
19798,3,4,where's woody hat,woody,hat,woody,hat,TRUE
19799,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19799,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19800,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19800,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19801,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19801,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19802,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19802,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19804,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19804,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19805,1,2,woody woody,woody,woody,woody,woody,TRUE
19809,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19809,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19811,3,5,that's woody's hat,woody,hat,woody,hat,FALSE
19812,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19812,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19813,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19813,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19814,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19814,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19815,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19815,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19816,1,2,woody woody,woody,woody,woody,woody,TRUE
19817,1,2,woody sing,woody,sing,woody,se,TRUE
19818,1,2,woody sing,woody,sing,woody,se,TRUE
19819,1,3,woody woody woody,woody,woody,woody,woody,FALSE
19819,2,3,woody woody woody,woody,woody,woody,woody,TRUE
19820,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19820,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19821,1,2,woody woody,woody,woody,woody,woody,TRUE
19823,1,2,woody woody,woody,woody,woody,woody,TRUE
19824,1,2,woody woody,woody,woody,woody,woody,TRUE
19829,1,4,woody woody xxx,woody,xx,woody,xx,FALSE
19829,2,3,woody woody xxx,woody,x,woody,x,TRUE
19830,1,4,woody woody woody woody,woody,woody,woody,woody,FALSE
19830,2,3,woody woody woody woody,woody,woody,woody,woody,TRUE
19857,6,7,no i'm make the new tracks,new,tracks,new,track,TRUE
19861,2,3,and next xxx go right here,next,x,next,x,TRUE
19890,4,5,i found a big one,big,one,big,one,TRUE
19902,5,6,i i want these small ones,small,ones,small,one,TRUE
19903,4,5,i want the small ones,small,ones,small,one,TRUE
19953,3,4,no the small one,small,one,small,one,TRUE
19972,2,3,the other one,other,one,other,one,TRUE
19986,1,2,um tico,um,tico,um,tico,TRUE
19989,4,5,oh no these xxx,x,xx,x,xx,TRUE
20012,1,2,um um from poop in potty,um,um,um,um,TRUE
20032,1,2,um batman,um,batman,um,batman,TRUE
20033,1,2,batman superman,batman,superman,batman,superman,TRUE
20099,1,3,um choo choo,um,choo,um,choo,FALSE
20106,1,2,um cat,um,cat,um,cat,TRUE
20113,5,6,that's not a big boulder,big,boulder,big,boulder,TRUE
20114,5,6,that's not a big boulder,big,boulder,big,boulder,TRUE
20117,4,5,where is the big boulder,big,boulder,big,boulder,TRUE
20124,5,6,it's not a big boulder,big,boulder,big,boulder,TRUE
20125,3,4,not a big boulder,big,boulder,big,boulder,TRUE
20138,2,3,this other one,other,one,other,one,TRUE
20159,1,2,um um i'm cyborg,um,um,um,um,TRUE
20166,1,2,um um beast_boy,um,um,um,um,TRUE
20177,1,2,more batteries,more,batteries,more,battery,TRUE
20225,1,2,fresh xxx get three megawans,fresh,xxx,fresh,xxx,TRUE
20238,5,7,my my my my favorite xxx,favorite,xx,favorite,xx,FALSE
20345,1,2,um mountains,um,mountains,um,mountain,TRUE
20347,1,3,okay xxx,okay,xx,okay,xx,FALSE
20354,4,5,that's a small one,small,one,small,one,TRUE
20376,1,2,pink pink,pink,pink,pink,pink,TRUE
20399,4,5,oh this the right one,right,one,right,one,TRUE
20416,3,4,want the white one,white,one,white,one,TRUE
20417,4,5,xxx get the white one,white,one,white,one,TRUE
20426,2,3,this purple one,purple,one,purple,one,TRUE
20428,5,6,make the make the green purple one,green,purple,green,purple,TRUE
20431,6,7,make the black crayon the purple one,purple,one,purple,one,TRUE
20477,3,4,no that other one,other,one,other,one,TRUE
20490,4,5,are you making purple bat,purple,bat,purple,bat,TRUE
20491,4,5,xxx the purple bat,purple,bat,purple,bat,TRUE
20509,1,2,um city,um,city,um,city,TRUE
20616,2,3,that xxx,x,xx,x,xx,TRUE
20736,5,6,look at look at nathan sweater on the snow,nathan,sweater,nathan,sweater,TRUE
20746,1,2,uh tigger's hiding,uh,tigger,uh,tigger,TRUE
20747,2,4,and blue's hiding,blue,hiding,blue,hiding,FALSE
20760,2,3,that xxx,x,xx,x,xx,TRUE
20773,4,5,it's my xxx,x,xx,x,xx,TRUE
20774,7,8,it's my it's my new bicycle,new,bicycle,new,bicycle,TRUE
20775,4,5,it's my new bicycle,new,bicycle,new,bicycle,TRUE
20776,4,5,it's my new bicycle,new,bicycle,new,bicycle,TRUE
20804,3,4,there are xxx,x,xx,x,xx,TRUE
20926,3,4,that was nathan jacob,nathan,jacob,nathan,jacob,TRUE
20956,1,2,um jacob kevin xxx and this is spiderman,um,jacob,um,jacob,TRUE
20956,9,2,um jacob kevin xxx and this is spiderman,spiderman,jacob,spiderman,jacob,FALSE
20988,2,3,the next page,next,page,next,page,TRUE
21076,6,7,dad needs to buy the other nathan,other,nathan,other,nathan,TRUE
21226,4,6,no not x l x l,l,l,l,l,FALSE
21227,3,4,not x l x l,l,x,l,x,TRUE
21228,3,4,not x l x l,l,x,l,x,TRUE
21229,3,4,not x l x l,l,x,l,x,TRUE
21230,5,8,l r l s l t l p l,l,p,l,p,FALSE
21233,7,9,no t l r l s l g l o l,l,l,l,l,FALSE
21235,3,5,no s l t l r l s l t l,l,l,l,l,FALSE
21235,9,10,no s l t l r l s l t l,l,t,l,t,TRUE
21237,5,6,xxx you said a bad word,bad,word,bad,word,TRUE
21238,5,6,no that's a bad word,bad,word,bad,word,TRUE
21535,2,3,i missing gigian,missing,gigian,miss,gigian,TRUE
21616,1,2,incredible beast,incredible,beast,incredible,beast,TRUE
21621,5,6,i want to see mr_incredible face,mr_incredible,face,mr_incredible,face,TRUE
21622,1,2,incredible face,incredible,face,incredible,face,TRUE
21630,5,6,i want to see incredible face,incredible,face,incredible,face,TRUE
21727,1,3,shh shh shh,shh,shh,shh,shh,FALSE
21798,4,5,i'm a silly boy,silly,boy,silly,boy,TRUE
21898,8,9,no she she she pulls out the bad guys,bad,guys,bad,guy,TRUE
21899,6,7,no that's not the bad guy,bad,guy,bad,guy,TRUE
22137,4,5,i found the right line,right,line,right,line,TRUE
22183,4,5,let's do um spiderman,um,spiderman,um,spiderman,TRUE
22186,5,6,let me put my big pieces,big,pieces,big,piece,TRUE
22219,4,5,this is those little pieces,little,pieces,little,piece,TRUE
22279,2,3,the bouncy ball,bouncy,ball,bouncy,ball,TRUE
22281,2,3,the bouncy ball,bouncy,ball,bouncy,ball,TRUE
22316,8,9,mom i think we'll buy a new v_smile,new,v_smile,new,v_smile,TRUE
22317,2,3,a spiderman one,spiderman,one,spiderman,one,TRUE
22319,6,7,no i mean um a new one,new,one,new,one,TRUE
22320,4,5,i like a new one,new,one,new,one,TRUE
22330,6,7,we xxx buy all xxx,x,xx,x,xx,TRUE
22337,1,2,missing pieces,missing,pieces,missing,piece,TRUE
22392,2,3,xxx straight line,straight,line,straight,line,TRUE
22415,3,4,in the last time i hit it in the street,last,time,last,time,TRUE
22487,4,5,we find the white xxx,white,x,white,x,TRUE
22500,4,5,i want a straight line,straight,line,straight,line,TRUE
22527,5,6,oh this is a straight line there,straight,line,straight,line,TRUE
22564,3,4,it is wet mom,wet,mom,wet,mom,TRUE
22573,4,5,where is the other one,other,one,other,one,TRUE
22619,1,2,white purple,white,purple,white,purple,TRUE
22668,2,4,the dark blue ones,dark,ones,dark,one,FALSE
22668,3,4,the dark blue ones,blue,ones,blue,one,TRUE
22728,2,3,this white line,white,line,white,line,TRUE
22741,1,2,straight edge,straight,edge,straight,edge,TRUE
22773,2,3,at first grade,first,grade,first,grade,TRUE
22791,5,6,i'm sitting in nathan seat,nathan,seat,nathan,seat,TRUE
22803,4,5,where is that green mom,green,mom,green,mom,TRUE
22812,2,3,xxx green stripe,green,stripe,green,stripe,TRUE
22819,4,5,it is not xxx,x,xx,x,xx,TRUE
22872,3,4,i'm little bit wet,little,bit,litle,bit,TRUE
22944,2,5,a l b l c l d l e l f l g l h l i l j l,l,c,l,care,FALSE
22944,12,13,a l b l c l d l e l f l g l h l i l j l,l,g,l,g,TRUE
23074,5,6,yes i like the blue guy,blue,guy,blue,guy,TRUE
23122,5,6,no team_rose does but xxx flies when he is xxx,x,xx,x,xx,TRUE
23126,8,9,yes but i don't like that purple water,purple,water,purple,water,TRUE
23131,8,9,but the another one is not the scary one,scary,one,scary,one,TRUE
23132,7,8,but the another one is the scary one,scary,one,scary,one,TRUE
23133,6,7,i want to do the scary one,scary,one,scary,one,TRUE
23139,4,5,yes not the new one,new,one,new,one,TRUE
23141,6,7,i don't like the new one,new,one,new,one,TRUE
23149,7,8,but i don't like the new one,new,one,new,one,TRUE
23152,3,4,not the big guy,big,guy,big,guy,TRUE
23154,2,3,mom last time we played downstairs we played godzilla,last,time,last,time,TRUE
23159,2,3,but last time you played,last,time,last,time,TRUE
23179,1,2,um babies,um,babies,um,baby,TRUE
23186,4,5,there is one more piece there,more,piece,more,piece,TRUE
23189,4,5,this is a big one,big,one,big,one,TRUE
23264,2,3,yes little castles,little,castles,little,castle,TRUE
23287,2,3,that xxx,x,xx,x,xx,TRUE
23295,1,3,um x l,um,l,um,l,FALSE
23297,2,3,and x l,x,l,x,l,TRUE
23348,4,5,that is the big one,big,one,big,one,TRUE
23350,4,5,mom do a smaller one,smaller,one,smaller,one,TRUE
23381,1,2,uh mom,uh,mom,uh,mom,TRUE
23386,7,8,that is like i did the other one,other,one,other,one,TRUE
23388,4,5,i did the wrong one,wrong,one,wrong,one,TRUE
23456,1,2,last time i didn't,last,time,last,time,TRUE
23543,4,6,that is a little one mom,little,mom,little,mom,FALSE
23547,3,4,yes a bigger one,bigger,one,bigger,one,TRUE
23548,3,4,and a smaller one,smaller,one,smaller,one,TRUE
23549,3,4,and a small one again,small,one,small,one,TRUE
23550,3,4,and a bigger one,bigger,one,bigger,one,TRUE
23581,1,2,big ball,big,ball,big,ball,TRUE
23637,4,5,it's a little right,little,right,little,right,TRUE
23647,1,3,green xxx,green,xx,green,xx,FALSE
23655,2,3,one more minute,more,minute,more,minute,TRUE
23656,2,3,one more minute,more,minute,more,minute,TRUE
23657,2,3,three more minutes,more,minutes,more,minute,TRUE
23658,5,6,no i want one more minute,more,minute,more,minute,TRUE
23666,5,6,now it's one more minute,more,minute,more,minute,TRUE
23667,5,6,now it's one more minute,more,minute,more,minute,TRUE
23675,3,5,that's blue's house,blue,house,blue,house,FALSE
23676,3,5,that's blue's xxx house,blue,xx,blue,xx,FALSE
23703,1,2,belly talks,belly,talks,belly,talk,TRUE
23720,3,4,now the other one,other,one,other,one,TRUE
23735,6,7,i don't want any more minutes,more,minutes,more,minute,TRUE
23753,4,5,it's one more minute,more,minute,more,minute,TRUE
23754,2,3,one more minute,more,minute,more,minute,TRUE
23755,4,5,is it one more minute,more,minute,more,minute,TRUE
23756,2,3,one more minute,more,minute,more,minute,TRUE
23757,2,3,one more minute,more,minute,more,minute,TRUE
23769,3,4,now one more minute,more,minute,more,minute,TRUE
23770,2,3,one more minute,more,minute,more,minute,TRUE
23771,3,4,about one more minute,more,minute,more,minute,TRUE
23774,4,5,tell me one more minute,more,minute,more,minute,TRUE
23776,2,3,one more minute,more,minute,more,minute,TRUE
23777,2,3,one more minute,more,minute,more,minute,TRUE
23778,4,5,is it one more minute,more,minute,more,minute,TRUE
23783,2,3,one more minute,more,minute,more,minute,TRUE
23805,4,5,is that a good job,good,job,good,job,TRUE
23813,13,14,i'm going to be able to play with him for a little bit,little,bit,little,bit,TRUE
23821,2,4,a little a l,little,l,little,l,FALSE
23823,2,4,a l q l,l,l,l,l,FALSE
23827,4,5,i want a big one,big,one,big,one,TRUE
23859,3,4,it's hard mom,hard,mom,hard,mom,TRUE
23926,6,7,no i'll get a big one,big,one,big,one,TRUE
23939,5,6,i'm getting the big juice,big,juice,big,juice,TRUE
23962,2,4,xxx pink xxx,pink,xx,pink,xx,FALSE
23992,4,5,i did a wrong one,wrong,one,wrong,one,TRUE
23997,3,4,is this xxx,x,xx,x,xx,TRUE
24014,4,5,i made a big one,big,one,big,one,TRUE
24212,4,6,it's a purple light saber,purple,saber,purple,saber,FALSE
24227,4,5,you're the bad guy,bad,guy,bad,guy,TRUE
24228,4,5,i'm the good guy,good,guy,good,guy,TRUE
24229,7,8,uh huh and i'm the good guy,good,guy,good,guy,TRUE
24241,4,5,wait for one more minute,more,minute,more,minute,TRUE
24242,2,3,one more minute,more,minute,more,minute,TRUE
24243,4,5,is it one more minute,more,minute,more,minute,TRUE
24244,4,5,is it one more minute,more,minute,more,minute,TRUE
24247,2,3,one more minute,more,minute,more,minute,TRUE
24248,2,3,one more minute,more,minute,more,minute,TRUE
24252,2,3,one more minute,more,minute,more,minute,TRUE
24253,4,5,it's one more minute,more,minute,more,minute,TRUE
24254,2,3,two more minutes,more,minutes,more,minute,TRUE
24326,2,3,one more minute,more,minute,more,minute,TRUE
24411,4,5,you said a bad word,bad,word,bad,word,TRUE
24450,2,3,one more minute,more,minute,more,minute,TRUE
24451,4,5,i want one more minute,more,minute,more,minute,TRUE
24453,4,5,i want one more minute,more,minute,more,minute,TRUE
24463,1,3,ugh xxx,ugh,xx,ugh,xx,FALSE
24466,1,3,uh c l,uh,l,uh,l,FALSE
24469,1,2,d l,d,l,would,l,TRUE
24470,1,2,d l,d,l,would,l,TRUE
24477,2,3,one more time,more,time,more,time,TRUE
24482,2,4,a l c l,l,l,l,l,FALSE
24497,2,4,a l c l,l,l,l,l,FALSE
24503,2,4,a l q l,l,l,l,l,FALSE
24507,2,4,a l c l,l,l,l,l,FALSE
24509,1,3,little p l,little,l,little,l,FALSE
24510,1,2,big k l,big,k,big,k,TRUE
24511,3,4,p l big k l,big,k,big,k,TRUE
24512,1,4,uh big p l,uh,l,uh,l,FALSE
24512,2,3,uh big p l,big,p,big,p,TRUE
24513,1,3,big p l,big,l,big,l,FALSE
24514,1,3,little p l,little,l,little,l,FALSE
24525,1,3,big l l little l l,big,l,big,l,FALSE
24525,4,6,big l l little l l,little,l,little,l,FALSE
24525,5,6,big l l little l l,l,l,l,l,TRUE
24527,1,4,okay big l l little l l,okay,l,okay,l,FALSE
24527,2,3,okay big l l little l l,big,l,big,l,TRUE
24527,5,7,okay big l l little l l,little,l,little,l,FALSE
24527,6,7,okay big l l little l l,l,l,l,l,TRUE
24528,1,3,uh c l,uh,l,uh,l,FALSE
24530,1,4,uh c l c l,uh,c,uh,care,FALSE
24531,4,6,big n l little n l,little,l,little,l,FALSE
24558,1,2,okay garage,okay,garage,okay,garage,TRUE
24614,6,7,you got to find the white pieces kevin n,white,pieces,white,piece,TRUE
24617,2,3,the big juice,big,juice,big,juice,TRUE
24623,5,6,i think i want spider man,spider,man,spider,man,TRUE
24638,7,8,i want to but he has yellow eyes,yellow,eyes,yellow,eye,TRUE
24644,3,4,i want spider man to be black too,spider,man,spider,man,TRUE
24653,6,7,the pumpkins don't have apple juice,apple,juice,apple,juice,TRUE
24664,1,2,uh cows,uh,cows,uh,cow,TRUE
24666,4,5,that's like apple juice,apple,juice,apple,juice,TRUE
24673,1,2,pear pears,pear,pears,pear,pear,TRUE
24674,1,2,white grapes,white,grapes,white,grape,TRUE
24701,3,4,what's invisible woman doing,invisible,woman,invisible,woman,TRUE
24716,3,4,in her old bed,old,bed,old,bed,TRUE
24744,5,6,do you think the invisible women's doing that,invisible,women,invisible,woman,TRUE
24746,5,6,do you think the invisible women's doing that,invisible,women,invisible,woman,TRUE
24790,4,5,give me my black back,black,back,black,back,TRUE
24798,6,8,but my hair has a little bit black on it,little,black,little,black,FALSE
24799,4,5,i have a little bit black on me,little,bit,little,bit,TRUE
24802,5,6,but i have a little bit black,little,bit,little,bit,TRUE
24820,3,4,i get xxx,x,xx,x,xx,TRUE
24841,2,3,how many times,many,times,many,time,TRUE
24847,6,7,i want to be the good guys,good,guys,good,guy,TRUE
24848,4,5,i'm the good guys,good,guys,good,guy,TRUE
24887,3,4,okay how many points,many,points,many,point,TRUE
24921,5,6,hey give me the other ones,other,ones,other,one,TRUE
24935,4,5,he has a long time left,long,time,long,time,TRUE
24947,2,3,the yellow guy,yellow,guy,yellow,guy,TRUE
24950,4,6,what's that bald guy's name,bald,name,bald,name,FALSE
25018,1,2,uh volleyball and soccer,uh,volleyball,uh,volleyball,TRUE
25048,3,4,like the green one,green,one,green,one,TRUE
25050,4,5,i like the pink one,pink,one,pink,one,TRUE
25079,7,8,no i don't want the round thomas,round,thomas,round,thoma,TRUE
25096,4,5,it's the other one,other,one,other,one,TRUE
25135,4,5,i need this little piece,little,piece,little,piece,TRUE
25168,5,6,i'm getting a long train,long,train,long,train,TRUE
25169,6,7,i want to have a long train,long,train,long,train,TRUE
25173,2,4,xxx long train xxx,long,x,long,x,FALSE
25212,4,5,to make a long train,long,train,long,train,TRUE
25228,2,3,one more minute,more,minute,more,minute,TRUE
25257,3,4,hey how many dots on here,many,dots,many,dot,TRUE
25259,2,3,hey wrong side,wrong,side,wrong,side,TRUE
25326,6,8,fine let's see how many this one,many,one,many,one,FALSE
25371,1,3,um d l,um,l,um,l,FALSE
25371,2,3,um d l,d,l,would,l,TRUE
25391,1,3,um g l,um,l,um,l,FALSE
25412,1,3,um g l,um,l,um,l,FALSE
25415,1,2,l l,l,l,l,l,TRUE
25416,1,2,l l,l,l,l,l,TRUE
25417,1,2,l l,l,l,l,l,TRUE
25418,1,2,l l,l,l,l,l,TRUE
25419,1,2,l l,l,l,l,l,TRUE
25421,1,2,l l,l,l,l,l,TRUE
25429,1,2,d l,d,l,would,l,TRUE
25434,1,2,q l,q,l,q,l,TRUE
25439,3,4,and then q l,q,l,q,l,TRUE
25453,1,2,q l,q,l,q,l,TRUE
25458,1,2,q l,q,l,q,l,TRUE
25465,1,3,um q l,um,l,um,l,FALSE
25467,1,2,q l,q,l,q,l,TRUE
25469,2,3,hey wrong way,wrong,way,wrong,way,TRUE
25480,1,2,q l,q,l,q,l,TRUE
25485,2,3,a hard one for s l,hard,one,hard,one,TRUE
25489,3,4,i mean q l,q,l,q,l,TRUE
25492,3,4,does t l start with a turtle mommy,l,start,l,start,TRUE
25495,2,3,oh wrong way,wrong,way,wrong,way,TRUE
25504,1,2,wrong way,wrong,way,wrong,way,TRUE
25531,1,3,first my letters,first,letters,first,letter,FALSE
25545,5,6,and i know the last one,last,one,last,one,TRUE
25559,1,2,bad robin,bad,robin,bad,robin,TRUE
25609,4,5,this is a hard thing,hard,thing,hard,thing,TRUE
25652,7,8,i'm going to get a bigger one,bigger,one,bigger,one,TRUE
25664,11,12,we can't do it here because there's too much stuff,much,stuff,much,stuff,TRUE
25666,6,7,now we do it the other way,other,way,other,way,TRUE
25667,4,5,now go the other way,other,way,other,way,TRUE
25743,1,3,um king kong,um,kong,um,kong,FALSE
25744,2,3,what new baby,new,baby,new,baby,TRUE
25745,4,5,whose is the new baby going to be,new,baby,new,baby,TRUE
25773,1,5,um ten feet seven feet and a little bit lower,um,feet,um,foot,FALSE
25773,8,9,um ten feet seven feet and a little bit lower,little,bit,little,bit,TRUE
25773,10,5,um ten feet seven feet and a little bit lower,lower,feet,lower,foot,FALSE
25776,4,5,no me and nathan n and daddy,nathan,n,nathan,n,TRUE
25790,3,4,i want sara n to look at me hit the ball so high,sara,n,sara,n,TRUE
25822,5,6,that rabbit is a purple one,purple,one,purple,one,TRUE
25830,1,3,auntie chelle n can you see me,auntie,n,auntie,n,FALSE
25865,1,2,holy cow,holy,cow,holly,cow,TRUE
25866,1,2,auntie chelle n hold this,auntie,chelle,auntile,chelle,TRUE
25875,4,6,it's a crazy xxx,crazy,xx,crazy,xx,FALSE
25886,7,8,i know how to make my own lunch,own,lunch,own,lunch,TRUE
25916,5,6,i don't see dirty stuff,dirty,stuff,dirty,stuff,TRUE
25917,5,6,i don't see dirty stuff,dirty,stuff,dirty,stuff,TRUE
25939,1,2,mr rogers,mr,rogers,mr,roger,TRUE
25958,2,3,how many pieces is that,many,pieces,many,piece,TRUE
25964,3,5,thank you auntie chelle n,auntie,n,auntie,n,FALSE
25990,1,2,new cup,new,cup,new,cup,TRUE
25991,2,3,a new food,new,food,new,food,TRUE
25992,2,4,a new baseball mitt,new,mitt,new,mitt,FALSE
25993,7,9,i'm going to have a black baseball mitt,black,mitt,black,mitt,FALSE
26006,3,4,for the big net,big,net,big,net,TRUE
26025,2,3,no next time he's going to drive,next,time,next,time,TRUE
26040,6,7,oh it's just a white stain,white,stain,white,stain,TRUE
26041,4,5,there's a white stain there,white,stain,white,stain,TRUE
26062,6,8,i'm looking for that red talkie walkie talkie,red,walkie,red,walkie,FALSE
26072,2,3,a little piece,little,piece,little,piece,TRUE
