doc_id,adj_token_id,noun_token_id,sentence,adj_token,noun_token,noun_lemma,prenominal,adj_lower
10440900516,6,7,want to see me one more time do this?,more,time,time,TRUE,more
10440900770,13,14,want me to read of the back of the side or the front side?,front,side,side,TRUE,front
10440900772,1,2,front side?,front,side,side,TRUE,front
10440900787,6,7,want me to take the whole thing out?,whole,thing,thing,TRUE,whole
10440900802,1,2,aw man!,aw,man,man,TRUE,aw
10440900864,3,4,not the back side.,back,side,side,TRUE,back
10440900865,1,2,aw man!,aw,man,man,TRUE,aw
10440900866,5,6,I messed up the whole puzzle.,whole,puzzle,puzzle,TRUE,whole
10440900881,5,6,and you married the other man.,other,man,man,TRUE,other
10440900950,5,6,and just get this funny book I have!,funny,book,book,TRUE,funny
10440900951,6,7,you know one of the funny book?,funny,book,book,TRUE,funny
10440901087,3,4,in a little bit.,little,bit,bit,TRUE,little
10440901088,10,11,I want to you stay in here for a little while.,little,while,while,TRUE,little
10440901099,2,3,ten more minutes.,more,minutes,minut,TRUE,more
10440901104,3,4,two ten more minutes.,more,minutes,minute,TRUE,more
10440901112,9,10,mom can I have me some of my sweet pie?,sweet,pie,pie,TRUE,sweet
10441000010,2,3,the same thing.,same,thing,thing,TRUE,same
10441000031,6,7,and then I go to Grandma_Carrie house.,Grandma_Carrie,house,house,TRUE,grandma_carrie
10441000044,1,2,aw man!,aw,man,man,TRUE,aw
10441000049,1,2,aw man!,aw,man,man,TRUE,aw
10441000052,4,5,this for a long time?,long,time,time,TRUE,long
10441000063,1,2,yous finish?,yous,finish,finish,TRUE,yous
10441000069,4,5,that's a long time!,long,time,time,TRUE,long
10441000182,2,3,my real guitar.,real,guitar,guitar,TRUE,real
10441000214,8,9,you going to stand there for a long time?,long,time,time,TRUE,long
10441000233,5,2,"and purple, and purple, pink.",purple,purple,purple,FALSE,purple
10441000233,7,2,"and purple, and purple, pink.",pink,purple,purple,FALSE,pink
10441000249,4,5,and they eat dirty stuff on the ground.,dirty,stuff,stuff,TRUE,dirty
10441000255,3,4,you eat dirty food?,dirty,food,food,TRUE,dirty
10441000259,2,6,just nasty -- just nasty boys.,nasty,boys,boy,FALSE,nasty
10441000259,5,6,just nasty -- just nasty boys.,nasty,boys,boy,TRUE,nasty
10441000340,5,6,it's just a little toy.,little,toy,toy,TRUE,little
10441000344,3,4,snakes always bite people.,bite,people,people,TRUE,bite
10441000411,4,5,you're a big girl?,big,girl,girl,TRUE,big
10441000419,7,5,my Mama said no people not white.,white,people,people,FALSE,white
10441000455,2,4,Lisa lick NAME hand.,lick,hand,hand,FALSE,lick
10441000506,7,4,I could ### on my own.,own,#,#,FALSE,own
10441000513,4,5,I want some orange juice.,orange,juice,juice,TRUE,orange
10441000553,3,4,you -- last time you talk.,last,time,time,TRUE,last
10441000707,8,9,look at my -- look at my shiny rainbow.,shiny,rainbow,rainbow,TRUE,shiny
10441000709,7,6,she told me color the heart green.,green,heart,heart,FALSE,green
10441000710,7,6,and the -- and the boat red.,red,boat,boat,FALSE,red
10441000739,2,3,a little girl?,little,girl,girl,TRUE,little
10441000743,2,4,a little twinkie girl?,little,girl,girl,FALSE,little
10441000796,7,8,why people got to video tape little girls?,little,girls,girl,TRUE,little
10441100011,3,4,are you same thing.,same,thing,thing,TRUE,same
10441100043,4,1,Mama I'm finished.,finished,Mama,mama,FALSE,finished
10441100386,3,4,### for little girls.,little,girls,girl,TRUE,little
10441100410,6,7,alright I go get my own bag.,own,bag,bag,TRUE,own
10441100445,8,10,when he come back and my Daddy open that door I'm going to come up there -- and beat him up.,open,door,door,FALSE,open
10441100509,13,14,I'm going over to my -- I'm going over to big fat Grandma-'s house.,big,fat,fat,TRUE,big
10441100511,1,3,big Mama house.,big,house,house,FALSE,big
10441100512,1,3,big Mama house.,big,house,house,FALSE,big
10441100513,7,9,"yeah, I'm going to big Mama house.",big,house,house,FALSE,big
10441100561,3,2,this feel good.,good,feel,feel,FALSE,good
10441100587,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100587,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100589,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100589,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100596,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100596,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100598,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100598,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100600,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100600,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100602,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100602,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100603,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100603,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100604,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100604,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100605,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100605,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100606,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100606,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100612,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100612,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100614,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100614,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100615,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100615,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100617,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100617,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100623,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100623,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100624,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100624,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100626,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100626,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100647,1,3,clean clean clean.,clean,clean,clean,FALSE,clean
10441100647,2,3,clean clean clean.,clean,clean,clean,TRUE,clean
10441100668,2,4,### clean clean clean.,clean,clean,clean,FALSE,clean
10441100668,3,4,### clean clean clean.,clean,clean,clean,TRUE,clean
10441100711,5,7,come on let's clean clean clean.,clean,clean,clean,FALSE,clean
10441100711,6,7,come on let's clean clean clean.,clean,clean,clean,TRUE,clean
10441100715,5,7,come on let's clean clean clean.,clean,clean,clean,FALSE,clean
10441100715,6,7,come on let's clean clean clean.,clean,clean,clean,TRUE,clean
10441100725,1,3,clean these rocks.,clean,rocks,rock,FALSE,clean
10441100726,1,3,clean these rocks.,clean,rocks,rock,FALSE,clean
10441100727,1,3,clean these rocks.,clean,rocks,rock,FALSE,clean
10441200078,1,3,bunny hop shoes.,bunny,shoes,shoe,FALSE,bunny
10441200121,1,3,ok ok ok.,ok,ok,ok,FALSE,ok
10441200121,2,3,ok ok ok.,ok,ok,ok,TRUE,ok
10441200210,4,5,I have a big place that you can hide.,big,place,place,TRUE,big
10441200301,7,8,my -- NAME can do a real back+flip.,real,back,back,TRUE,real
10441200355,4,6,orange is your real favorite color?,real,color,color,FALSE,real
10441200355,5,6,orange is your real favorite color?,favorite,color,color,TRUE,favorite
10441200358,3,4,and my favorite color is purple because ### purple shirt.,favorite,color,color,TRUE,favorite
10441200544,7,8,this is how you spell my middle name.,middle,name,name,TRUE,middle
10441200546,2,3,my middle name?,middle,name,name,TRUE,middle
10441200553,4,5,look at my middle name.,middle,name,name,TRUE,middle
10441200556,1,2,middle name.,middle,name,name,TRUE,middle
10441200589,5,6,you gave me a big plate.,big,plate,plate,TRUE,big
10441200669,8,9,I know because you was going the wrong way because you didn't know I was going there right right?,wrong,way,way,TRUE,wrong
10441200727,4,5,it's a long way for fall right?,long,way,way,TRUE,long
10441200772,19,20,I think -- I -- I think everybody was going to laugh like ha ha ha you got curly hair.,curly,hair,hair,TRUE,curly
10441200774,6,7,### going to be like wow honey you're hair got curly.,wow,honey,honey,TRUE,wow
10441200831,1,2,lazy bones?,lazy,bones,bone,TRUE,lazy
10441200847,4,5,this color's dark purple?,dark,purple,purple,TRUE,dark
10441200851,5,6,that's what my Mommy use.,Mommy,use,use,TRUE,mommy
10441200875,4,5,shh like be quiet shh.,quiet,shh,shh,TRUE,quiet
10441200905,3,4,then my baby hair going to be ugh.,baby,hair,hair,TRUE,baby
10441200933,1,2,Mommy look.,Mommy,look,look,TRUE,mommy
10441200956,7,8,is she a queen or a special girl?,special,girl,girl,TRUE,special
10441200958,6,7,uh a queen with a special girl.,special,girl,girl,TRUE,special
10441200959,6,7,she pretend like she a special girl.,special,girl,girl,TRUE,special
10441200975,8,9,did my Mama say I'm a good girl?,good,girl,girl,TRUE,good
10441201007,1,2,dry paper+towel.,dry,paper,paper,TRUE,dry
10450200949,1,2,hi kitty.,hi,kitty,kitty,TRUE,hi
10450300224,1,2,oink oink.,oink,oink,oink,TRUE,oink
10450300336,1,3,good+night.,good,night,night,FALSE,good
10450300747,1,2,last night.,last,night,night,TRUE,last
10450300748,1,2,last night.,last,night,night,TRUE,last
10450300812,1,2,underneath table.,underneath,table,table,TRUE,underneath
10450300813,1,2,underneath table.,underneath,table,table,TRUE,underneath
10450301062,1,2,nice hair.,nice,hair,hair,TRUE,nice
10450301395,1,3,good+night.,good,night,night,FALSE,good
10450301728,1,2,big mess.,big,mess,mess,TRUE,big
10450301738,1,4,old green+bean.,old,bean,bean,FALSE,old
10450301738,2,4,old green+bean.,green,bean,bean,FALSE,green
10450301768,1,2,good ones.,good,ones,one,TRUE,good
10450301804,1,2,front room.,front,room,room,TRUE,front
10450301805,1,2,front room.,front,room,room,TRUE,front
10450301807,1,2,front room.,front,room,room,TRUE,front
10450301809,1,2,front room.,front,room,room,TRUE,front
10450301818,2,4,except green+beans.,green,beans,bean,FALSE,green
10450400146,1,2,red apple.,red,apple,apple,TRUE,red
10450400178,3,2,mama use green.,green,use,use,FALSE,green
10450400180,5,6,make a cookie -- red cookie.,red,cookie,cookie,TRUE,red
10450400198,1,2,more cookie.,more,cookie,cookie,TRUE,more
10450400267,1,3,Becky holding camera.,Becky,camera,camera,FALSE,becky
10450400291,1,2,bible book.,bible,book,book,TRUE,bible
10450400293,3,4,want the bible book.,bible,book,book,TRUE,bible
10450400294,4,5,I want the bible book.,bible,book,book,TRUE,bible
10450400310,3,4,you find Jesus answer.,Jesus,answer,answer,TRUE,jesus
10450400312,1,2,Jesus answer.,Jesus,answer,answer,TRUE,jesus
10450400327,2,4,all done reading book.,done,book,book,FALSE,done
10450400407,4,5,Ma draw a big person.,big,person,person,TRUE,big
10450400417,2,3,a big person.,big,person,person,TRUE,big
10450400434,1,2,oopsie daisy.,oopsie,daisy,daisy,TRUE,oopsie
10450400504,1,2,Doggie book.,Doggie,book,book,TRUE,doggie
10450400522,5,1,mama and -- and spicy.,spicy,mama,mama,FALSE,spicy
10450400564,1,2,french toast.,french,toast,toast,TRUE,french
10450400571,1,2,hot syrup.,hot,syrup,syrup,TRUE,hot
10450400573,1,2,hot syrup.,hot,syrup,syrup,TRUE,hot
10450400601,1,2,oink oink.,oink,oink,oink,TRUE,oink
10450400644,1,2,quack quack.,quack,quack,quack,TRUE,quack
10450400651,1,2,oink oink.,oink,oink,oink,TRUE,oink
10450400653,1,2,oink oink.,oink,oink,oink,TRUE,oink
10450400959,2,3,yogurt covered raisin.,covered,raisin,raisin,TRUE,covered
10450400991,4,5,going to have english muffin.,english,muffin,muffin,TRUE,english
10450401258,1,2,good job that.,good,job,job,TRUE,good
10450401358,2,3,I clean crib.,clean,crib,crib,TRUE,clean
10450401764,3,4,I want mama keys.,mama,keys,key,TRUE,mama
10450401921,5,6,I get wrong -- wrong feet.,wrong,feet,foot,TRUE,wrong
10450401925,3,4,get the wrong feet.,wrong,feet,foot,TRUE,wrong
10450401926,1,2,wrong feet.,wrong,feet,foot,TRUE,wrong
10450401948,2,3,the wrong feet.,wrong,feet,foot,TRUE,wrong
10450401963,4,5,that's the right feet.,right,feet,foot,TRUE,right
10450401997,2,3,the wrong feet.,wrong,feet,foot,TRUE,wrong
10450500172,7,8,I want to play with my own toys.,own,toys,toy,TRUE,own
10450500233,3,4,### my new book.,new,book,book,TRUE,new
10450500318,6,7,mom can do it the other way.,other,way,way,TRUE,other
10450500319,3,4,is this done mommy?,done,mommy,mommy,TRUE,done
10450500355,4,5,I have a puzzle way up here!,puzzle,way,way,TRUE,puzzle
10450500359,7,8,I don't want to put mad faces on.,mad,faces,face,TRUE,mad
10450500403,4,5,I got a new playdoh!,new,playdoh,playdoh,TRUE,new
10450500404,7,8,you want to play with my new playdoh?,new,playdoh,playdoh,TRUE,new
10450500405,2,3,my new playdoh is in here.,new,playdoh,playdoh,TRUE,new
10450500597,3,4,you take little pieces out.,little,pieces,piece,TRUE,little
10450500672,6,7,now I -- lift the blue up.,blue,up,up,TRUE,blue
10450500678,2,3,no more mommy get it?,more,mommy,mommy,TRUE,more
10450500685,9,10,now you want to do it in one big piece?,big,piece,piece,TRUE,big
10450500709,2,3,the white go on the --,white,go,go,TRUE,white
10450500711,6,7,and we got to put more playdoh in.,more,playdoh,playdoh,TRUE,more
10450500917,3,4,I need more playdoh in here.,more,playdoh,playdoh,TRUE,more
10450501238,3,4,I have new countertops.,new,countertops,countertop,TRUE,new
10450501356,1,2,elephant mommy.,elephant,mommy,mommy,TRUE,elephant
10450501366,4,5,what are these about mommy?,about,mommy,mommy,TRUE,about
10450501375,4,5,I'm all wet mommy!,wet,mommy,mommy,TRUE,wet
10450501645,4,5,is this the very end?,very,end,end,TRUE,very
10450501657,4,5,on here the middle jump.,middle,jump,jump,TRUE,middle
10450501743,3,4,you have better ones.,better,ones,one,TRUE,better
10450501773,3,4,you have better socks,better,socks,sock,TRUE,better
10450501793,3,4,this is better ones?,better,ones,one,TRUE,better
10450501839,4,5,what's he singing mommy?,singing,mommy,mommy,TRUE,singing
10450501842,2,3,are other things going to come?,other,things,thing,TRUE,other
10450600116,4,5,that's a big mess.,big,mess,mess,TRUE,big
10450600271,6,7,here's one of the little pieces.,little,pieces,piece,TRUE,little
10450600348,4,8,this is too many the mat ###.,many,#,#,FALSE,many
10450600350,4,6,this is too many a mess.,many,mess,mess,FALSE,many
10450600367,6,7,I can't put the orange part in.,orange,part,part,TRUE,orange
10450600511,3,4,have a good luck.,good,luck,luck,TRUE,good
10450600513,2,3,a good luck.,good,luck,luck,TRUE,good
10450600517,1,2,"good luck, mom.",good,luck,luck,TRUE,good
10450600701,4,5,what kind of good paints?,good,paints,paint,TRUE,good
10450600720,4,5,I want that new glitter.,new,glitter,glitter,TRUE,new
10450600724,2,3,a different time.,different,time,time,TRUE,different
10450600806,5,6,I'm drawing a nice calendar for my dad.,nice,calendar,calendar,TRUE,nice
10450600809,2,3,a nice calendar.,nice,calendar,calendar,TRUE,nice
10450600811,2,4,the whole wide world.,whole,world,world,FALSE,whole
10450600811,3,4,the whole wide world.,wide,world,world,TRUE,wide
10450600834,4,5,I painted the whole thing in the whole wide world.,whole,thing,thing,TRUE,whole
10450600834,8,10,I painted the whole thing in the whole wide world.,whole,world,world,FALSE,whole
10450600834,9,10,I painted the whole thing in the whole wide world.,wide,world,world,TRUE,wide
10450600839,1,2,yellow paint+.,yellow,paint,paint,TRUE,yellow
10450600851,2,3,a karate chop.,karate,chop,chop,TRUE,karate
10450600855,4,6,and a very pretty ###.,pretty,#,#,FALSE,pretty
10450600926,4,5,I need some more paint+ in there.,more,paint,paint,TRUE,more
10450600928,4,5,I want two more colors.,more,colors,color,TRUE,more
10450600948,1,2,yucky paint+!,yucky,paint,paint,TRUE,yucky
10450601024,2,3,a big moon.,big,moon,moon,TRUE,big
10450601025,2,3,a big moon.,big,moon,moon,TRUE,big
10450601032,7,8,daddy don't look a lot more brighter.,more,brighter,brighter,TRUE,more
10450601085,2,3,now little pink.,little,pink,pink,TRUE,little
10450601246,3,4,I want breakfast bar.,breakfast,bar,bar,TRUE,breakfast
10450601395,2,4,a weird looking truck -- car.,weird,truck,truck,FALSE,weird
10450601428,3,5,and that other say robot.,other,robot,robot,FALSE,other
10450601524,2,3,this happy bear.,happy,bear,bear,TRUE,happy
10450601534,4,5,I got my own puzzle.,own,puzzle,puzzle,TRUE,own
10450601614,5,6,before you put those other ones.,other,ones,one,TRUE,other
10450601666,7,9,but now I have to ### little ###.,little,#,#,FALSE,little
10450601669,4,5,to get my little lamb.,little,lamb,lamb,TRUE,little
10450601672,2,3,be quiet shhh.,quiet,shhh,shhh,TRUE,quiet
10450601673,1,3,quiet ###.,quiet,#,#,FALSE,quiet
10450601689,1,2,shh quiet.,shh,quiet,quiet,TRUE,shh
10450601695,2,3,my little lamb.,little,lamb,lamb,TRUE,little
10450601703,3,5,and the green ### for you.,green,#,#,FALSE,green
10450700165,2,4,for long long time?,long,time,time,FALSE,long
10450700165,3,4,for long long time?,long,time,time,TRUE,long
10450700177,1,2,messy beads.,messy,beads,bead,TRUE,messy
10450700187,6,7,these are for making the blueberry pie.,blueberry,pie,pie,TRUE,blueberry
10450700189,6,7,because these are for making blueberry pie.,blueberry,pie,pie,TRUE,blueberry
10450700214,18,19,because I -- I'm going to undo them just to make sure I put all these messy beads in.,messy,beads,bead,TRUE,messy
10450700254,7,8,my mom said I'm a good beader.,good,beader,beader,TRUE,good
10450700255,1,2,good beads.,good,beads,bead,TRUE,good
10450700256,7,8,my mom says I'm a good beader.,good,beader,beader,TRUE,good
10450700276,1,2,few minutes.,few,minutes,minute,TRUE,few
10450700310,8,9,oh how about and you take a big piece?,big,piece,piece,TRUE,big
10450700331,5,6,"this will -- for more beads for you, mom.",more,beads,bead,TRUE,more
10450700354,6,7,I -- I need a long piece.,long,piece,piece,TRUE,long
10450700389,7,8,this one doesn't have any sticky tape.,sticky,tape,tape,TRUE,sticky
10450700391,4,5,"here, this big cup will be for me.",big,cup,cup,TRUE,big
10450700412,6,7,-- they're all a whole bunch.,whole,bunch,bunch,TRUE,whole
10450700419,5,6,but there's a whole bunch I can't see around.,whole,bunch,bunch,TRUE,whole
10450700484,2,3,three big ones.,big,ones,one,TRUE,big
10450700508,3,4,all my other ones are -- tired.,other,ones,one,TRUE,other
10450700612,3,4,is this real sweet?,real,sweet,sweet,TRUE,real
10450700625,5,6,when I wake up next time?,next,time,time,TRUE,next
10450700664,6,7,then I want pour a little cream in.,little,cream,cream,TRUE,little
10450700680,5,6,I'll put a little in.,little,in,in,TRUE,little
10450700708,1,2,silly mom.,silly,mom,mom,TRUE,silly
10450700734,3,4,here's more tea.,more,tea,tea,TRUE,more
10450700889,4,5,where's my tumbling class?,tumbling,class,class,TRUE,tumbling
10450700921,1,4,bible's about friends.,bible,friends,friend,FALSE,bible
10450701108,6,7,I don't know which hard ones to put in.,hard,ones,one,TRUE,hard
10450701236,2,3,one more time.,more,time,time,TRUE,more
10450701331,5,6,all the -- these big ones aren't.,big,ones,one,TRUE,big
10450701332,3,4,all these little ones are.,little,ones,one,TRUE,little
10450701333,3,4,all these big ones are going to go find a big house.,big,ones,one,TRUE,big
10450701333,11,12,all these big ones are going to go find a big house.,big,house,house,TRUE,big
10450701347,5,6,I'm take these little ones.,little,ones,one,TRUE,little
10450701448,2,5,the best -- hiding place is in my room.,best,place,place,FALSE,best
10450701501,3,4,the -- cuddly bear.,cuddly,bear,bear,TRUE,cuddly
10450701514,6,7,let's go find the purple guy.,purple,guy,guy,TRUE,purple
10450701549,2,3,how many friends do I have now?,many,friends,friend,TRUE,many
10450701569,4,5,and -- my other guy -- will hide in here.,other,guy,guy,TRUE,other
10450701582,6,8,every -- one that got great hiding place needs to go sit down.,great,place,place,FALSE,great
10450701589,1,2,blue guy's going in there.,blue,guy,guy,TRUE,blue
10450701599,7,9,all my friends have a -- great hiding place!,great,place,place,FALSE,great
10450701723,3,4,and one more teddy.,more,teddy,teddy,TRUE,more
10450701756,9,10,get these ones and I'll carry the little ones.,little,ones,one,TRUE,little
10450701757,6,7,and I'll carry the little guy.,little,guy,guy,TRUE,little
10450701759,4,5,and that -- little guy.,little,guy,guy,TRUE,little
10450701760,3,4,and this little guy.,little,guy,guy,TRUE,little
10450701835,4,5,is it a dinos picture?,dinos,picture,picture,TRUE,dinos
10450800036,10,11,hey we have a dinosaur movie that chases some little guys.,little,guys,guy,TRUE,little
10450800161,2,3,the smelly stickers.,smelly,stickers,sticker,TRUE,smelly
10450800188,8,9,but -- Keith was playing this game last time.,last,time,time,TRUE,last
10450800313,3,4,make a big pile with me.,big,pile,pile,TRUE,big
10450800314,1,3,big big pile.,big,pile,pile,FALSE,big
10450800314,2,3,big big pile.,big,pile,pile,TRUE,big
10450800315,1,2,big pile big pile big pile big pile.,big,pile,pile,TRUE,big
10450800315,3,4,big pile big pile big pile big pile.,big,pile,pile,TRUE,big
10450800315,5,6,big pile big pile big pile big pile.,big,pile,pile,TRUE,big
10450800315,7,8,big pile big pile big pile big pile.,big,pile,pile,TRUE,big
10450800367,7,8,and then I'll put these smelly stickers on here.,smelly,stickers,sticker,TRUE,smelly
10450800385,1,2,pink cloud.,pink,cloud,cloud,TRUE,pink
10450800386,1,2,pink cloud.,pink,cloud,cloud,TRUE,pink
10450800387,1,2,pink cloud going through my window.,pink,cloud,clould,TRUE,pink
10450800402,1,3,pink pink pink.,pink,pink,pink,FALSE,pink
10450800402,2,3,pink pink pink.,pink,pink,pink,TRUE,pink
10450800461,5,6,and they give some different faces.,different,faces,face,TRUE,different
10450800568,1,2,aw pickle.,aw,pickle,pickle,TRUE,aw
10450800569,1,2,aw pickle.,aw,pickle,pickle,TRUE,aw
10450800570,1,2,aw pickle.,aw,pickle,pickle,TRUE,aw
10450800591,3,5,I want different colored paper.,different,paper,paper,FALSE,different
10450800591,4,5,I want different colored paper.,colored,paper,paper,TRUE,colored
10450800597,9,10,want to see this you can make all different shapes.,different,shapes,shape,TRUE,different
10450800636,2,3,the first letter.,first,letter,letter,TRUE,first
10450800814,1,3,right ###.,right,#,#,FALSE,right
10450800837,4,5,this is a pink worm.,pink,worm,worm,TRUE,pink
10450800848,1,2,gummy worms.,gummy,worms,worm,TRUE,gummy
10450800868,3,5,I like yellow a lot!,yellow,lot,lot,FALSE,yellow
10450800902,9,10,am I going to be four on my next birth+day?,next,birth,birth,TRUE,next
10450800904,10,11,hey I'm going to be four on my next birth+day.,next,birth,birth,TRUE,next
10450800905,4,5,then on my third birth+day,third,birth,birth,TRUE,third
10450800908,4,5,and on my third birth+day,third,birth,birth,TRUE,third
10450800918,5,6,and all had a different Sesame?,different,Sesame,sesame,TRUE,different
10450800923,8,9,how come you're giving him a red tongue?,red,tongue,tongue,TRUE,red
10450801024,1,2,huh mom?,huh,mom,mom,TRUE,huh
10450801321,1,2,french toast.,french,toast,toast,TRUE,french
10450801346,2,3,um hot dog.,hot,dog,dog,TRUE,hot
10450801347,3,4,you have hot dogs here?,hot,dogs,dog,TRUE,hot
10450801393,6,7,and you can have some creme brule to take home+.,creme,brule,brule,TRUE,creme
10450801429,2,3,### eat dessert ### dessert.,eat,dessert,dessert,TRUE,eat
10450801554,4,5,are you a good kitty or a naughty kitty?,good,kitty,kitty,TRUE,good
10450801554,8,9,are you a good kitty or a naughty kitty?,naughty,kitty,kitty,TRUE,naughty
10450801561,5,4,look at her jumping high.,high,jumping,jump,FALSE,high
10450801614,8,9,are you a naughty spider or a good spider?,good,spider,spider,TRUE,good
10450801648,3,4,what do lazy spiders do?,lazy,spiders,spider,TRUE,lazy
10450801654,4,5,not be a naughty spider.,naughty,spider,spider,TRUE,naughty
10450801716,5,6,because you're a good seat.,good,seat,seat,TRUE,good
10450801732,2,3,like sweet stuff like spider legs.,sweet,stuff,stuff,TRUE,sweet
10450801746,7,8,I don't remember where the smelly stickers.,smelly,stickers,sticker,TRUE,smelly
10450801760,1,2,thirsty thirsty!,thirsty,thirsty,thirsty,TRUE,thirsty
10450801771,3,5,in a big girl cup.,big,cup,cup,FALSE,big
10450801806,7,8,I'm trying to put my whole face in there.,whole,face,face,TRUE,whole
10450801820,1,2,other kids too?,other,kids,kid,TRUE,other
10450801828,2,3,so other kids can play with it.,other,kids,kid,TRUE,other
10450801844,1,2,well mom.,well,mom,mom,TRUE,well
10450802031,1,4,good+night nutterbuttercuttermutter.,good,nutterbuttercuttermutter,nutterbuttercuttermutter,FALSE,good
10450900223,1,2,good kitty.,good,kitty,kitty,TRUE,good
10450900237,5,6,### sit in your other chair.,other,chair,chair,TRUE,other
10450900333,4,5,there's not enough room.,enough,room,room,TRUE,enough
10450900345,4,5,there's not enough room.,enough,room,room,TRUE,enough
10450900400,2,3,this whole movie?,whole,movie,movie,TRUE,whole
10450900528,8,9,mom I want Elle to move this new house.,new,house,house,TRUE,new
10450900533,4,6,there's a little other mouse in there.,little,mouse,mouse,FALSE,little
10450900533,5,6,there's a little other mouse in there.,other,mouse,mouse,TRUE,other
10450900535,1,2,good job!,good,job,job,TRUE,good
10450900601,3,4,no you little stink.,little,stink,stink,TRUE,little
10450900603,5,6,see I'm a big girl.,big,girl,girl,TRUE,big
10450900611,4,6,we brung my old tshirt home.,old,home,home,FALSE,old
10450900613,5,6,look I got my own tshirt.,own,tshirt,tshirt,TRUE,own
10450900621,2,3,these old books are going to ###.,old,books,book,TRUE,old
10450900628,7,9,look at I found one my new old books.,new,books,book,FALSE,new
10450900628,8,9,look at I found one my new old books.,old,books,book,TRUE,old
10450900705,1,2,last night I watched a new show with Daddy.,last,night,night,TRUE,last
10450900705,6,7,last night I watched a new show with Daddy.,new,show,show,TRUE,new
10450900708,2,3,a bad movie.,bad,movie,movie,TRUE,bad
10450900738,8,9,I don't get a lot of big bites.,big,bites,bite,TRUE,big
10450900767,5,6,I don't have enough left.,enough,left,left,TRUE,enough
10450900834,5,6,Elaine it takes a long time until we do the games.,long,time,time,TRUE,long
10450900897,5,6,I want to make different colors.,different,colors,color,TRUE,different
10450900916,3,4,are those swimming suits?,swimming,suits,suit,TRUE,swimming
10450900955,4,5,I got a special book.,special,book,book,TRUE,special
10451000457,4,7,I want my own ice cream sandwich.,own,sandwich,sandwich,FALSE,own
10451000462,4,5,we got a new movie.,new,movie,movie,TRUE,new
10451000757,5,6,I know what this whole board could be.,whole,board,board,TRUE,whole
10451000812,11,13,"you can build it, and I'll make a whole little argh!",whole,argh,argh,FALSE,whole
10451000812,12,13,"you can build it, and I'll make a whole little argh!",little,argh,argh,TRUE,little
10451000860,1,2,good job!,good,job,job,TRUE,good
10451001052,4,5,mommy maybe the next time I'll let you win.,next,time,time,TRUE,next
10451001078,4,5,this is the last vanilla?,last,vanilla,vanilla,TRUE,last
10451001106,9,10,but I'm going to sleep on the top bunk.,top,bunk,bunk,TRUE,top
10451100001,4,5,no no no little girl.,little,girl,girl,TRUE,little
10451100003,1,3,cool the letters are big.,cool,letters,letter,FALSE,cool
10451100092,3,4,with a little heart right here.,little,heart,heart,TRUE,little
10451100117,17,18,and if we give a mail to our teacher we get to put it in a special mail+box.,special,mail,mail,TRUE,special
10451100176,1,3,i@ln g@ln h@ln.,i@ln,h@ln,h@ln,FALSE,i@ln
10451100225,3,4,have a magical Valentines+Day.,magical,Valentines,Valentines,TRUE,magical
10451100262,4,5,I am getting burnt out today.,burnt,out,out,TRUE,burnt
10451100332,2,3,yeah dear missus.,dear,missus,missus,TRUE,dear
10451100367,1,2,uh k@ln.,uh,k@ln,k@ln,TRUE,uh
10451100463,1,2,ooh pink.,ooh,pink,pink,TRUE,ooh
