,adjective,noun,prob
1209,animal,cracker,0.007175348619310147
1210,broken,bridge,0.056830040161579186
1211,kid,scissors,0.001024051558012131
1212,dog,book,0.0003571335170302219
1213,furnishings,gift,0.00014117089643474423
1214,man,face,0.014314340057541806
1215,light,horse,0.0018787005811193472
1216,phone,ring,0.003675824598091225
1217,red,top,0.03556473605171123
1218,kids,block,0.002300724069940989
1219,giant,mess,0.009119255137185442
1220,rolling,robot,0.0037178080953113326
1221,elephant,eye,0.00022471156187804303
1222,lounge,window,0.0006621370705403374
1223,green,strawberry,0.04260110213841067
1224,oven,door,0.00019265683240649728
1225,dirty,girl,0.002323417072403442
1226,camera,man,0.0006563260269621408
1227,maple,syrup,0.0007883168339385996
1228,pink,dinosaur,0.004766960643955001
1229,traffic,jam,0.0005225784549525304
1230,mail,card,0.00815483802206813
1231,rope,ladder,0.021853861424726364
1232,broken,cracker,0.018244796068413918
1233,wooden,button,0.001807973693536762
1234,flat,edge,0.011483492844295548
1235,kid,toy,0.002281540645978189
1236,milk,man,0.0010646118615178937
1237,dancing,troop,0.003651054547248696
1238,sinus,infection,1.329172537828545e-10
1239,back,yard,0.015510514207882752
1240,arm,pit,0.0003628277170503774
1241,guy,talking,0.003105803715287832
1242,day,game,0.0005875237088668956
1243,photo,album,0.003468664289845476
1244,outside,guy,0.003874839283365755
1245,spaghetti,meatball,0.00028910141189412227
1246,kitchen,sink,0.0032842657360049026
1247,corner,piece,0.0007041301651334715
1248,purple,octagon,0.00023499752174122268
1249,diving,board,0.00022855221798325913
1250,garden,worm,0.0008608830245488902
1251,bright,star,0.012464628904662286
1252,patio,door,0.00032774355157162786
1253,brown,eye,0.012629230710043881
1254,banana,bread,0.0020859461256492948
1255,enamel,shell,2.0918330417357726e-05
1256,furry,tummy,0.0006552272301858989
1257,solar,eclipse,0.013474134671505782
1258,purple,flower,0.0107959448670254
1259,drop,curtain,0.0003473996356075415
1260,bull,frog,0.008624450382867379
1261,purple,purse,0.0005212162170055033
1262,video,camera,0.01492037237769662
1263,orange,animal,0.0017144220611268256
1264,rag,doll,0.00024497105269652946
1265,yellow,sun,0.01737748934370753
1266,clothes,hamper,0.0008293908366275423
1267,cookie,cutter,0.000572203797779111
1268,green,bow,0.06313145302691019
1269,plastic,card,0.000722181356806676
1270,giant,shoe,0.0009546035226252335
1271,pink,pipe,0.0016295518218452081
1272,orange,skittle,0.0015472236010843547
1273,head,louse,0.0021321807906706453
1274,purple,candy,0.0019813230311065194
1275,orange,square,0.0008267166619800632
1276,cooker,gas,3.8306202952221046e-10
1277,locked,closet,0.03383681000400987
1278,red,ant,0.054885287893226
1279,box,office,0.010316869142424672
1280,orange,frog,0.0037617600355565528
1281,mop,head,4.1099072495218324e-11
1282,puppy,doggy,0.0002621291830953842
1283,tool,repair,0.0017130452498687714
1284,color,page,0.0013905022078885504
1285,hip,bone,0.0010367415408512241
1286,red,ladybug,0.05532236638120169
1287,red,wheel,0.024425002706073826
1288,purple,bat,0.002336630920053155
1289,cake,shop,0.00012044057080486779
1290,picture,hook,0.002562005436474553
1291,crusty,roll,9.25777598209555e-11
1292,bright,tail,0.006563050036477713
1293,daddy,gorilla,0.005278611896144637
1294,ladies,toilet,0.0011947324993720496
1295,gravel,pile,0.0001227022745281706
1296,dog,stand,0.0003914006165096959
1297,clock,piece,0.0075080577793168
1298,yellow,shirt,0.03974985564108425
1299,velvety,horse,8.211417378100751e-11
1300,purple,cabbage,0.0007530631779264134
1301,dirty,mouth,0.006694033087214933
1302,top,trainer,0.010684886110821778
1303,birth,present,0.005642640959017804
1304,dark,sky,0.09193307263070984
1305,coffee,milk,0.005420013949434079
1306,baby,bounce,0.001704287377583921
1307,scar,scar,0.003201875276879503
1308,battery,drawer,0.0007416273128302189
1309,circus,truck,7.685387296176241e-05
1310,room,table,0.004367069132207568
1311,boa,constrictor,4.662103958737118e-09
1312,car,transporter,0.003571168477966849
1313,bleeding,finger,0.0030502814795219015
1314,human,head,0.011483605179373451
1315,ball,bounce,0.008843096917852102
1316,yellow,light,0.027198444830042953
1317,tree,trunk,0.022766379015589
1318,ball,bearing,0.002033555601366205
1319,sweat,gland,0.00041677284010062187
1320,call,line,0.0030620378541575824
1321,bin,liner,0.004539215805003745
1322,red,brush,0.10063521483784914
1323,digger,truck,0.00018633171369478353
1324,shovel,honey,9.829351694946426e-05
1325,cheese,pie,0.0027547706598319457
1326,night,spider,0.0015532486756719961
1327,store,lady,0.0001672816621048115
1328,teddy,bear,0.0004482565011289593
1329,medication,honey,2.4716141725983897e-05
1330,school,book,0.0075850100213890595
1331,goldfish,day,3.564979834655935e-12
1332,toy,boy,0.0007785123426719233
1333,pink,girl,0.007779486898303161
1334,people,town,0.021894548763457256
1335,worm,soup,0.00021476241552388723
1336,pink,worm,0.004046620909443749
1337,egg,shell,0.0027146260426590806
1338,baby,song,0.001288027322922465
1339,furry,face,0.00016202168163832585
1340,brown,mountain,0.009969068622603317
1341,red,coloring,0.029529095515020757
1342,patio,barbecue,0.0006071176053751776
1343,blonde,hair,0.02441325252125066
1344,top,lid,0.009377756518424528
1345,wooden,reel,0.007098744103670567
1346,iron,leg,0.0002902785793629046
1347,baby,crayon,0.0009207691894880871
1348,train,line,0.002328273431262495
1349,birth,day,0.012019905848784452
1350,doctor,kit,0.0006224222886995881
1351,door,key,0.007488453394140724
1352,bus,fare,0.012852513124993485
1353,solid,piece,0.03373947544640804
1354,fish,soup,0.006309476996142902
1355,princess,bed,0.0019354884272577916
1356,top,edge,0.0017580738874882244
1357,turkey,sandwich,0.0010994952468582136
1358,timer,switch,0.007433956941968485
1359,red,mouse,0.03899066062027913
1360,green,garbage,0.025864530477897166
1361,wet,bird,0.00269505865814161
1362,yellow,pepper,0.030427088218718548
1363,dalmatian,dog,9.216088930442674e-21
1364,red,fence,0.05662966807884883
1365,daddy,pirate,0.0015791725267857632
1366,brown,clump,0.006758086420767708
1367,red,airplane,0.0382981589730569
1368,military,police,0.0031326746862128042
1369,red,orange,0.16840270278706443
1370,bear,hunt,0.001035362946894921
1371,red,triangle,0.009188456550953829
1372,gas,station,0.0008046574837611869
1373,pink,flamingo,0.00714825520312337
1374,yellow,tree,0.0069674253451094265
1375,satellite,dish,0.0002945824831415029
1376,cigar,smoking,0.00010905618488273668
1377,dance,music,0.058838099344460215
1378,candy,bar,0.00048550391455904875
1379,egg,box,0.002044036972620917
1380,sand,box,0.0015302884246192155
1381,pet,cage,0.003965337119748483
1382,yellow,coral,0.04637906021387085
1383,dark,hair,0.041705106607593176
1384,vegetable,oil,0.0005082921256421267
1385,green,picture,0.05319300150031708
1386,green,baby,0.019934736880116887
1387,pant,leg,1.4134652647750736e-10
1388,hedge,cutter,0.0061539778897288025
1389,beef,hash,0.00023593006576658911
1390,plastic,box,0.001251555703424288
1391,green,nose,0.026017465722148324
1392,brown,sauce,0.015167510276409479
1393,yellow,coloring,0.002952181496192763
1394,hot,lunch,0.07605915359848953
1395,fish,stall,0.00038211120611563533
1396,wire,sandwich,0.0030687682898741645
1397,bright,color,0.007432547447946152
1398,bathroom,window,0.011127757820740842
1399,hot,ride,0.03397300291670507
1400,tub,seat,2.245492709231226e-06
1401,draw,picture,0.00310783036007067
1402,water,pipe,0.023828501246600037
1403,safari,hat,9.981019389273983e-05
1404,hot,seat,0.0014945657838724383
1405,top,step,0.006916307603352099
1406,spider,ring,0.0002649530889672482
1407,bottom,corner,0.0034975674007101435
1408,cotton,ball,0.0004480885151228048
1409,record,button,0.009922714616879401
1410,doll,baby,0.0005059747078625458
1411,cat,product,0.0075241125928204216
1412,rusty,bucket,0.00025980582945194305
1413,gun,runner,0.0014933842427543493
1414,washing,machine,0.00017379318226990907
1415,naked,butt,0.00815922069188782
1416,cabbage,leaf,0.00017546679716756784
1417,dirty,sock,0.009095784353971495
1418,karate,chop,0.00013492775464275737
1419,yard,tent,0.0016850279098128164
1420,goat,boy,0.000366541349243853
1421,father,duck,0.00400404553704326
1422,pink,rattle,0.005258902853318598
1423,witch,hair,8.843310372325138e-05
1424,crane,station,9.185036594172505e-05
1425,toy,store,0.00041912064114001124
1426,dark,ball,0.0009862333503481277
1427,pink,corner,0.0006229527105784892
1428,truck,piece,0.0001191282606341266
1429,red,jumper,0.032435118181268326
1430,pink,dot,0.0022074085555984515
1431,money,card,0.005626696845284454
1432,teapot,water,1.0806729923746939e-11
1433,chocolate,cake,0.009886897657872932
1434,person,game,0.0006427098954441901
1435,sea,urchin,0.0018186755635236586
1436,red,broccoli,0.1746126447777929
1437,bus,ticket,0.0016536265444731543
1438,rock,pool,0.004396485796998339
1439,red,dragon,0.04610639147565264
1440,movie,camera,0.0008952486786227105
1441,flat,mouth,0.03412145006638578
1442,salmon,leaping,0.00041360743395575206
1443,outside,person,0.045217298199577635
1444,tin,tray,0.0032966300327786457
1445,hand,glove,0.0014935782122270094
1446,scout,group,0.00045955729227899347
1447,guy,beard,0.0018593293147352507
1448,silver,beard,0.021312590809469536
1449,smoke,stack,3.975978327294175e-05
1450,rain,glasses,0.0014037847653042498
1451,zucchini,plant,1.0157706934603399e-19
1452,purple,bud,0.0010176084543040587
1453,cash,till,0.011549803971008434
1454,pink,dragon,0.003528449413998748
1455,girl,case,0.011906622198702695
1456,orange,cutter,0.0009024101748146078
1457,kitchen,door,0.0010921418149233116
1458,pear,skin,0.0014782763105066002
1459,dirty,hamper,0.0024048752957698746
1460,orange,sunset,0.013576842067147961
1461,hot,wood,0.020773781314551477
1462,dirty,penny,0.011760019575261115
1463,dirty,cup,0.0005962010079012875
1464,apple,oatmeal,0.000795164012821133
1465,olive,green,0.005579816634379988
1466,pear,juice,0.0015764178120679074
1467,water,spout,0.009687050569638828
1468,bacon,crisp,0.000391370808905448
1469,knife,edge,0.0009879217510404689
1470,green,crunch,0.01551395893651596
1471,doggy,bone,1.3207882450923042e-10
1472,yellow,eye,0.04308551081421284
1473,yellow,apple,0.010933498242982722
1474,farm,channel,0.0010921335230447229
1475,boy,seat,0.0012645949823041048
1476,machine,chap,0.004822631144764626
1477,eye,ball,0.00022627040453997868
1478,thick,branch,0.001916791872081719
1479,sunny,path,0.0003297601299614388
1480,back,step,0.018669047124647536
1481,brown,tail,0.05520696934614904
1482,gravel,border,0.006588089142120896
1483,pink,tights,0.020544620856158824
1484,store,room,0.0004226094631768541
1485,frog,outfit,5.734099217099992e-05
1486,yellow,hay,0.015127700230210456
1487,red,strawberry,0.06538621577723847
1488,dead,turtle,0.05079251888853275
1489,inch,square,0.0006616792503792353
1490,shell,suit,0.007081774692077869
1491,honey,doll,0.002209656536066617
1492,ceiling,rose,0.00029607126800219055
1493,baby,meat,0.0013323728384580238
1494,flat,surface,0.02695716520154415
1495,fat,head,0.0001986532811279309
1496,circus,officer,7.34038036555515e-05
1497,sweet,baby,0.01405464245895731
1498,purple,grape,0.0016767321821729577
1499,pencil,eraser,0.0015966841403565644
1500,tie,back,5.715135325040225e-05
1501,massage,table,0.0006435846467634608
1502,orange,leaf,0.005016934125722236
1503,sand,sheep,0.0009734884369717093
1504,red,side,0.07466085470267946
1505,red,caboose,0.022429341963838025
1506,pink,window,0.00580125079142427
1507,sweet,pea,0.001981140982884685
1508,orange,angelfish,0.0021068673453713328
1509,cork,tile,0.0016920422452153324
1510,bleeding,head,0.000731764592059523
1511,brown,fur,0.19664476498737615
1512,mommy,elephant,0.0020351062702266016
1513,daddy,glasses,0.0040001857886422625
1514,round,tree,0.024697665546731393
1515,red,bear,0.05801031171310438
1516,laundry,basket,0.00017965569123129784
1517,egg,white,0.0007031742441791582
1518,peacock,body,0.000265221331675842
1519,green,plant,0.15227319757040073
1520,dead,worm,0.1125618671739045
1521,dog,food,0.0005064958166191958
1522,wine,sherry,0.013062618215926265
1523,swimming,guy,0.0056380728050695345
1524,sign,gate,0.005821254186984612
1525,animal,magazine,0.015649896303641126
1526,furry,fuzzy,6.000144468771621e-05
1527,dinosaur,hunt,0.00021753444346739691
1528,food,shopping,0.004613269311411933
1529,draw,bridge,0.001985544480820818
1530,bath,door,0.0002451049905055281
1531,triangle,piece,0.0031200927735154688
1532,baby,brother,0.001002220450284025
1533,purple,boxcar,0.0005892463005585329
1534,broken,arm,0.03577283957277232
1535,sickle,cell,3.624364175491958e-13
1536,snow,boot,0.0029213421627894112
1537,orange,heart,0.0013138798655921292
1538,hot,chicken,0.07948981128036572
1539,ash,tray,0.0019230577349187731
1540,radio,cassette,0.007988257534058846
1541,gold,reindeer,0.007623283535843528
1542,unbuttoned,jacket,5.924898100097594e-24
1543,cigar,box,3.729540746117246e-05
1544,frozen,water,0.025731005061517556
1545,red,fruit,0.31449410420793245
1546,yellow,drum,0.01116859529538285
1547,lighter,hair,0.000502816633290481
1548,mashed,potato,1.2298948144697414e-10
1549,oat,porridge,2.311708987846144e-09
1550,festival,company,0.005860224027662674
1551,flat,piece,0.029682722812826114
1552,college,downtown,0.011820738145422989
1553,pony,tail,0.0011769169718040013
1554,giant,thorn,0.0013427086707232542
1555,sunny,spot,0.0003627524272723451
1556,orange,pants,0.004378192114011676
1557,vanilla,chocolate,0.0019551700020272204
1558,cheese,pizza,0.009244498619190038
1559,circus,animal,0.0001896779225471104
1560,plastic,circle,0.0003532387193482569
1561,chicken,dance,0.0046790794167300654
1562,chicken,finger,0.001612063028612721
1563,green,piece,0.02082035380768025
1564,green,salad,0.02566190000053908
1565,brown,grey,0.16502216675499431
1566,tea,bag,0.0003259176392139897
1567,top,floor,0.007417948996326414
1568,dinosaur,movie,0.002030945140209584
1569,pink,lollypop,0.0072370851616807615
1570,fish,food,0.006634206327138769
1571,night,shirt,0.0022897506720547527
1572,puppy,mom,9.317343398369564e-05
1573,purple,sand,0.001285830355868921
1574,yellow,train,0.0055654485111538065
1575,pepperoni,pizza,7.00096488168671e-11
1576,yellow,leaf,0.05583954418313283
1577,mommy,deer,0.0006599919030796314
1578,ear,plug,0.000783475376940737
1579,bird,box,0.0001672071818904743
1580,back,bedroom,0.05786222993859102
1581,food,pea,0.0034248420138592484
1582,adult,alligator,0.00032197840954295944
1583,broken,foot,0.018306520327482777
1584,soccer,player,0.004159357956073933
1585,garbage,feast,0.0004863562173947953
1586,red,cake,0.03578692226286314
1587,wet,soaking,0.04682524447368576
1588,bear,boob,0.001617166139383721
1589,dam,bush,0.0003706072776957009
1590,dead,guy,0.17372127197749412
1591,face,pumpkin,0.0008891561733254808
1592,primrose,oil,4.733315227701318e-19
1593,top,bunk,0.018843488882687952
1594,red,popsicle,0.04209203481644729
1595,daddy,tape,0.0011136050214529103
1596,land,horse,0.0031881112977246643
1597,dog,collar,0.00023197338392754065
1598,turtle,tank,0.0004353626306398398
1599,yellow,key,0.009233979878949231
1600,night,light,0.006944495932183485
1601,book,honey,0.0003998293444101429
1602,top,gear,0.011433012496316735
1603,pink,bird,0.007136665245961405
1604,alloy,wheel,0.000728281298508479
1605,brown,leaf,0.04173092716298407
1606,test,barometer,0.009057193693386704
1607,baby,book,0.0010351716249992404
1608,plum,pudding,0.012773838690098672
1609,press,record,0.002597850360016998
1610,green,apple,0.03647256020583903
1611,workshop,downtown,0.0002364502374883919
1612,boy,voice,0.012076450225425138
1613,dirty,fox,0.0015951562681788714
1614,property,market,0.001560612347013396
1615,washing,powder,0.0003457147524717693
1616,block,cheese,0.0011452873564230415
1617,pink,tube,0.0008820563198433479
1618,train,fare,0.0005549280854967293
1619,dead,obituary,0.027442885764244484
1620,snow,man,0.0005517669037670711
1621,farmer,overalls,0.0012943242372347474
1622,roast,beef,0.0037099186865997805
1623,ironing,board,8.270827892546875e-11
1624,broken,string,0.016462213907339138
1625,wine,glasses,0.0014175371998906715
1626,birth,date,0.006654019326436518
1627,bottom,one,0.0016438681727300591
1628,spider,monkey,0.00044725838671928953
1629,farm,puppet,0.0014341800040955028
1630,wash,room,0.0001389161208767819
1631,red,ball,0.027134097331300833
1632,dust,wagon,0.0009314333585189798
1633,gold,fish,0.008329019765903823
1634,burnt,finger,0.000120907033890185
1635,horse,box,0.00118532919197354
1636,mummy,shout,6.833994240658e-05
1637,velcro,latch,5.320393224265471e-19
1638,curb,stone,6.645738331749898e-05
1639,batter,box,0.0009482234792232783
1640,trash,call,0.00013109206438423378
1641,brown,patch,0.008910225369908365
1642,dust,ball,0.00023922020616393716
1643,toy,bus,0.00040698087101381666
1644,ginger,man,0.0007382651273014406
1645,wood,sculpture,0.007122692814632362
1646,red,bug,0.07591295898659119
1647,baby,chair,0.0009558602886116461
1648,brick,fireplace,0.006632044779452881
1649,candy,piece,0.0004998644975768771
1650,turkey,leg,0.0008183081805280404
1651,red,bucket,0.04708571460639228
1652,pencil,box,0.0008478425645749934
1653,fat,fryer,0.0016086214850323194
1654,band,man,0.004612799725035918
1655,spray,bottle,0.001396803913334281
1656,unbuttoned,pants,4.402132952791114e-24
1657,dirty,mama,0.00389842409419984
1658,hot,curry,0.02743345751826274
1659,red,piranha,0.049519726308620164
1660,bear,family,0.00020241183676197354
1661,daddy,face,0.0014128850519587335
1662,yogurt,pudding,2.2808559920229472e-17
1663,diaper,check,5.616156910423995e-12
1664,mud,truck,0.0007346654238273471
1665,fish,shop,0.0006445482525283401
1666,mountain,bike,0.005501107062660244
1667,exit,sign,0.007175927131657712
1668,purple,food,0.001101819934237842
1669,baby,cub,0.0022240189856952094
1670,food,restaurant,0.006149840963419376
1671,bath,tub,0.0029923245338534534
1672,baseball,game,0.010120005481396962
1673,treasure,chest,0.012381530759660123
1674,red,bird,0.05908234209845194
1675,sweet,gift,0.015827408608481475
1676,yellow,piece,0.003713000546271213
1677,dirty,piggy,0.006720459803900154
1678,hot,soup,0.06657438029807339
1679,yellow,flower,0.2934573874959841
1680,plastic,heron,7.912116216137861e-05
1681,dark,bikini,0.004610580344283196
1682,garbage,collector,0.0015480014985296546
1683,hot,flaming,0.012655898943295071
1684,light,hair,0.006106967701405955
1685,back,corner,0.013144535040781582
1686,green,stripe,0.18478373482653412
1687,slippery,ice,0.003311216577764751
1688,fat,boy,0.0036868726321639144
1689,taller,bed,0.001106447761730494
1690,color,paper,0.014435138150359711
1691,bubble,container,0.0015157390176170672
1692,tan,wig,0.005147322845074197
1693,red,gecko,0.059120001068609915
1694,red,puppy,0.02904243149041472
1695,brown,ant,0.011605531751512667
1696,sweet,onion,0.007468597936135451
1697,baby,worm,0.002313406244191385
1698,water,swim,0.02234495311068911
1699,fat,worm,0.0036526914240740276
1700,intercom,beep,5.954382644761968e-10
1701,alarm,clock,0.001821575438311676
1702,color,paint,0.051219234848006126
1703,cotton,shirt,0.003096508547251735
1704,hot,tot,0.0038275184019976303
1705,cauliflower,pea,1.917920778536975e-21
1706,hot,wash,0.032937401881123346
1707,ostrich,egg,8.673551131104504e-20
1708,silver,green,0.027165128413657664
1709,board,tile,0.0033512430584456444
1710,pink,violet,0.009929006125699571
1711,dirty,nose,0.0011953295173227302
1712,ant,path,0.0026231374989422527
1713,pumpkin,head,7.109960954337162e-05
1714,quarter,teaspoon,0.003000938240039316
1715,bright,paper,0.004003621769843959
1716,heart,beat,0.004520772275161936
1717,red,road,0.03128104840439288
1718,hot,onion,0.0229576699978228
1719,orange,bead,0.0013603757923553608
1720,shaking,ball,0.0011072208944884086
1721,orange,dinosaur,0.00169385112314904
1722,daddy,bird,0.0022059431862089403
1723,green,marker,0.02357827266358356
1724,daddy,rooster,0.006679474576739448
1725,kitchen,table,0.00045445315296304583
1726,mackerel,fishing,4.714355469685288e-17
1727,green,pig,0.026298623395818524
1728,top,tap,0.004452708199946331
1729,pumpkin,farm,0.00027208336011065164
1730,orange,tummy,0.003969924487689051
1731,red,button,0.09851096519733868
1732,yellow,bowl,0.0071295567207580075
1733,bottom,oven,0.0014879550691509823
1734,blowing,wind,0.05591707011922257
1735,tiger,picture,0.001628032435442377
1736,street,sweeper,0.0024377908093542156
1737,entrance,door,0.011418353116501868
1738,water,table,0.012403081622314696
1739,rocket,shot,0.0007144341718152622
1740,beef,sandwich,0.0014120381890266108
1741,detective,show,0.00039810964649134245
1742,pumpkin,pie,0.00025004504113281266
1743,green,moose,0.034868879696193573
1744,orange,cat,0.0018821117208488141
1745,yellow,tongue,0.02435634860707221
1746,purple,top,0.0013957007776591519
1747,salmon,salad,0.0021855688939645805
1748,purple,captain,0.0015352100712351976
1749,bright,pink,0.007662485522281311
1750,clown,hair,1.9529569425041657e-05
1751,report,card,0.003600871085028091
1752,rainy,day,0.01352892726989961
1753,airline,pilot,0.0002450476925274033
1754,school,boy,0.008135325330001917
1755,dragon,game,0.005062291951358618
1756,football,match,0.003912058493939856
1757,green,wreath,0.13235296623635534
1758,molasses,swamp,5.716388575853212e-19
1759,pink,rose,0.019452035675812385
1760,home,daddy,0.013839132743465883
1761,cutting,edge,0.0074865611859259605
1762,purple,eye,0.0033633093556848497
1763,green,kitty,0.0248014526073108
1764,rail,ticket,0.0002256007386895621
1765,hay,cart,0.00013554056689889896
1766,wooden,platter,0.004345535156878491
1767,round,spot,0.04743476595643524
1768,garden,furniture,0.0018435826553848008
1769,bar,bell,0.0010165490403353822
1770,worm,belly,2.8319810756796708e-05
1771,pastel,pink,3.318912296358812e-10
1772,prawn,sandwich,2.937082523416336e-17
1773,cabbage,plant,0.0006463911938173717
1774,clock,tower,0.017305767682231035
1775,sleeping,policeman,0.03360267985929503
1776,thick,player,0.00014698291351367793
1777,dog,beach,0.000279790758159264
1778,fish,cracker,0.0015532791926711777
1779,outside,tap,0.014713142357845866
1780,bubble,gum,0.0019252874881909548
1781,letter,tile,0.007350931861537629
1782,purple,spaghetti,0.0014444463360085485
1783,farmer,guy,4.123599842337281e-05
1784,cut,grass,0.03755442382545188
1785,croquet,stroke,4.8937540338806647e-20
1786,hay,cookie,0.00022399719581780452
1787,green,ornament,0.03554217816011
1788,water,tower,0.011225996150961783
1789,plant,pot,0.00026766186864203166
1790,fat,roll,0.0007876407139019299
1791,brown,coconut,0.0327621968017753
1792,purple,shoe,0.0007691154663817376
1793,giant,boy,0.0027293518944071374
1794,green,pepper,0.04971049915098271
1795,purple,tail,0.0011106189608988818
1796,ogre,lady,7.228781364558949e-10
1797,bow,colors,0.0008677974576058717
1798,cross,bun,0.026721020156910795
1799,red,punch,0.06519091681982662
1800,pink,heart,0.0029793303727423583
1801,cat,scratching,0.010183332745446545
1802,peppermint,candy,1.37692121252606e-19
1803,dirty,baby,0.002067247547001411
1804,brown,mud,0.0545970109430562
1805,food,board,0.0028226263311496246
1806,slot,machine,0.001997468745976809
1807,yellow,door,0.014099029623556905
1808,dirty,diaper,0.02256583148864321
1809,roast,potato,0.0009262627453526358
1810,red,handle,0.03389853108664581
1811,water,drip,0.030212914607999703
1812,puppet,show,0.003094204655804259
1813,yellow,bucket,0.008356241817342418
1814,yellow,banana,0.022420523792970902
1815,pink,tutu,0.002879950731923964
1816,solar,battery,0.03041334097380838
1817,ice,cream,0.002956818259156914
1818,sugar,dough,0.0009840577529176273
1819,barbecue,recipe,0.0002743541312874218
1820,orange,flag,0.010404842523907701
1821,bunny,sleep,0.0020665325645329567
1822,box,toy,0.020861614229965606
1823,dirt,road,0.001819510769722548
1824,orange,dot,0.006257369758367585
1825,tape,player,0.00015298468769801344
1826,broken,egg,0.027805159603228095
1827,daddy,foot,0.0012433353696334032
1828,mommy,chin,0.00010381111108871032
1829,green,coat,0.0868645183517345
1830,night,moon,0.015142609845343326
1831,brown,suite,0.005341997827178225
1832,giant,committee,0.002695789136652004
1833,sweet,honey,0.08335833363603096
1834,school,room,0.0068452369034141735
1835,giant,skyscraper,0.0052611809500617114
1836,trash,book,0.0006105433509588441
1837,top,row,0.002625104876874424
1838,pink,coat,0.013007236118437805
1839,mud,pile,0.001985682945859413
1840,mommy,worm,0.0020679926897821136
1841,farm,cat,0.0006049418377921409
1842,crayon,pile,5.830422930640749e-19
1843,green,melon,0.04504879658506765
1844,aloe,plant,1.3806411765033938e-10
1845,icy,coast,0.0009649351548884712
1846,refrigerator,door,0.00021988160655737698
1847,baby,pig,0.003580863958247553
1848,fire,grate,0.007412739041221724
1849,yellow,flag,0.06820594792322798
1850,baby,wipe,0.0034294168885258517
1851,engine,train,0.014136470877573405
1852,fuzzy,peach,0.0005241975956681915
1853,dirty,straw,0.005649723265906018
1854,bleach,water,2.404590496262483e-18
1855,fishing,pole,0.0009869124701117845
1856,snow,shovel,0.0034692167731277396
1857,oven,top,0.00017139171744913966
1858,yellow,reindeer,0.009606617791807832
1859,red,man,0.02335880337076676
1860,girl,doctor,0.005578738991253983
1861,fat,doctor,0.0023412616287913856
1862,brain,rot,0.00458545271511913
1863,red,hand,0.05817511195689727
1864,fat,face,0.0016904845009795219
1865,knee,joint,0.0009694179062350139
1866,food,processor,0.002003774872554142
1867,committee,report,0.013352019760478902
1868,dirty,one,0.004863421166213065
1869,green,hoop,0.0472675467861238
1870,wet,washing,0.020755505683485935
1871,top,oven,0.010718541142130094
1872,strawberry,juice,0.0014594343748317994
1873,cheddar,cracker,4.4596130226093697e-20
1874,slipper,sock,8.216420271808279e-12
1875,capital,letter,0.008433600773457133
1876,ground,almond,0.0016698143893653572
1877,vanilla,pudding,0.0016594309621248144
1878,shower,tray,0.002746878179137923
1879,tracksuit,bottom,2.7060894095784727e-12
1880,dirty,park,0.0005566893982528395
1881,green,door,0.03403160427071508
1882,sweet,boy,0.021796625524964447
1883,red,reindeer,0.06782646270290178
1884,red,train,0.021156408233992844
1885,broken,leg,0.10592375568186205
1886,brown,gravy,0.024886887617613394
1887,smoke,salmon,4.7430522108518276e-05
1888,cigarette,carton,2.1670824755610738e-05
1889,brass,drum,0.0036728803533485252
1890,baby,booty,0.0029477799230871
1891,dirty,shirt,0.024373866335943146
1892,purple,triangle,0.0003952009859933508
1893,bright,moonlight,0.15742090392365718
1894,icecream,scoop,5.549843084005426e-20
1895,sliced,cheese,0.0028424065680401657
1896,sweet,cocoa,0.009438063464752521
1897,van,window,0.0014745260627504952
1898,bunny,clothes,0.0012504353602524468
1899,orange,tail,0.02416423074979771
1900,bead,string,1.1537769697635445e-10
1901,mirror,piece,0.0014291871753399248
1902,yellow,guy,0.0037788676751389374
1903,food,bowl,0.0012107034378089035
1904,red,foot,0.06245446777322387
1905,bird,nest,0.0008421966134478866
1906,color,clothes,0.021312908249082708
1907,elephant,puzzle,0.0006832414738664152
1908,window,frame,0.007782140982801953
1909,pink,snail,0.01439393358451852
1910,blind,mom,0.0018637938569797602
1911,teddy,workshop,0.00019212868605065513
1912,rabbit,stew,0.004745597623245862
1913,purple,horn,0.0008609782042913261
1914,puzzle,book,0.0011553824490450426
1915,farm,animal,0.0013005744180111182
1916,tiger,baby,0.0010394075178657477
1917,wet,whisker,0.006393101576983622
1918,tube,company,0.002789682308212234
1919,steel,worker,0.00031425709750632894
1920,yellow,brush,0.01974963197645671
1921,orange,leg,0.0009758069400019109
1922,green,spider,0.08397668139140105
1923,jump,rope,0.0026215975895328004
1924,bright,beak,0.003777789072420972
1925,brown,path,0.002281635343132162
1926,naked,person,0.009134035023830941
1927,furry,bear,0.00014371231089070646
1928,green,cactus,0.05066973660508644
1929,soldier,crab,0.00043365583727193697
1930,purple,turtle,0.0011983662198043023
1931,plastic,metal,0.0018595935364536086
1932,juicy,meat,0.0011125312613046315
1933,yellow,rake,0.008297946928065205
1934,pink,pig,0.005731477903742987
1935,mama,elephant,0.01671165609863677
1936,baby,sock,0.002975124956718979
1937,green,shell,0.1926415442355124
1938,room,clock,0.003950977209086165
1939,fish,skeleton,0.0021479780556015785
1940,mutton,head,7.53188689462025e-11
1941,strawberry,color,0.0006777477221380226
1942,chicken,coop,0.0017597998165086281
1943,curtain,ring,0.0024973080280231656
1944,manor,ground,0.00024868789392105766
1945,hill,riding,0.007859950966875662
1946,paddle,wheel,0.00042291435050035046
